openalex_id,rank,total_score,rules,has_abstract,title
https://openalex.org/W3207523174,353,0.3498,R1;R4,True,A Post-Capitalocentric Critique of Digital Technology and Environmental Harm: New Directions at the Intersection of Digital and Green Criminology
https://openalex.org/W4413636514,354,0.3496,R1,True,"Environmental Sustainability in Technologically Advanced Economies: The Role of Eco-Digitalization, Green Finance, and Green Technology"
https://openalex.org/W4386220198,356,0.3493,R1,True,"The Impact of Fossil Fuels, Renewable Energy, and Nuclear Energy on South Korea’s Environment Based on the STIRPAT Model: ARDL, FMOLS, and CCR Approaches"
https://openalex.org/W3009243847,358,0.3488,R2,True,"Gender inequality, reproductive justice, and decoupling economic growth and emissions: a panel analysis of the moderating association of gender equality on the relationship between economic growth and CO2 emissions"
https://openalex.org/W4382775939,362,0.3481,R1,True,"The influence of renewable and non-renewable energy on carbon emissions in Pakistan: evidence from stochastic impacts by regression on population, affluence, and technology model"
https://openalex.org/W3026374557,367,0.3472,R1,True,Carbon Dioxide Emissions and Their Driving Forces of Land Use Change Based on Economic Contributive Coefficient (ECC) and Ecological Support Coefficient (ESC) in the Lower Yellow River Region (1995–2018)
https://openalex.org/W4376958430,368,0.3472,R1;R2,True,Are Energy Reductions Compatible with Economic Growth?
https://openalex.org/W3010013823,380,0.3448,R4,False,"Ecological macroeconomics in the open economy: Sustainability, unequal exchange and policy coordination in a center-periphery model"
https://openalex.org/W2897462783,381,0.3446,R4,True,"Nature, Society, and Justice in the Anthropocene: Unraveling the Money-Energy-Technology Complex"
https://openalex.org/W2945925773,386,0.344,R1,True,Smart gridlock? Challenging hegemonic framings of mitigation solutions and scalability
https://openalex.org/W4322217134,387,0.3437,R1;R3,False,Decoupling relationship between carbon emissions and economic development and prediction of carbon emissions in Henan Province: based on Tapio method and STIRPAT model
https://openalex.org/W4386990770,389,0.3432,R1;R4,True,Unpacking the black box of ‘energy technology’: How abstraction and resource fungibility obscure ecologically unequal exchange
https://openalex.org/W2752221423,393,0.3427,R1,True,Analysis of Influencing Factors of Ground-Source Heat Pump Applications in China Using Partial Least Squares Regression
https://openalex.org/W4392832044,394,0.3427,R1;R2,True,Are smart tourism destinations developing sustainably?
https://openalex.org/W4393206506,395,0.3427,R1;R2;R4,True,To enjoy “less” more: Chastened humanism and degrowth
https://openalex.org/W2965960474,398,0.3425,R1,True,The 3As: Tracking Resilience Across BRACED
https://openalex.org/W2137540105,402,0.3413,R4,True,North—South Relations and the Ecological Debt: Asserting a Counter-Hegemonic Discourse
https://openalex.org/W2523304678,403,0.341,R1;R2;R4,True,Foreign Investment in African Resources: The Ecological Aspect to Imperialism and Unequal Exchange
https://openalex.org/W4390985384,404,0.3409,R1,True,Australia's circular economy metrics and indicators
https://openalex.org/W4393227851,409,0.3402,R1,True,Nexus between technological innovation and environmental pollution in selected <scp>OECD</scp> countries
https://openalex.org/W2007981205,414,0.3388,R1,True,Tempering growth: planning for the challenges of climate change and growth management in SEQ
https://openalex.org/W147127987,424,0.3368,R4,True,"Breaking Ships in the World-System: An Analysis of Two Ship Breaking Capitals, Alang-Sosiya, India and Chittagong, Bangladesh"
https://openalex.org/W4386699897,439,0.3342,R1,True,"Green growth as a determinant of ecological footprint: Do ICT diffusion, environmental innovation, and natural resources matter?"
https://openalex.org/W4312808064,442,0.3338,R1;R2,True,Economics of digital decoupling: a pluralistic analysis
https://openalex.org/W4410235035,443,0.3338,R1;R2,True,Investigating the Influence of Renewable Energy Use and Innovative Investments in the Transportation Sector on Environmental Sustainability—A Nonlinear Assessment
https://openalex.org/W2562324168,449,0.3328,R4,True,"Linking ecological debt and ecologically unequal exchange: stocks, flows, and unequal sink appropriation"
https://openalex.org/W4205426769,455,0.3312,R2;R3,False,Different Material Footprint Trends between China and the World in 2007-2012 Explained by Construction- and Manufacturing-associated Investment
https://openalex.org/W3165494894,458,0.3309,R1,True,The impact of economic complexity on embodied carbon emission in trade: new empirical evidence from cross-country panel data
https://openalex.org/W3188335903,459,0.3309,R1,True,Co-creation Pathways to Inform Shared Governance of Urban Living Labs in Practice: Lessons From Three European Projects
https://openalex.org/W4389669213,460,0.3309,R1;R2,True,Circular economy as crisis response: A primer
https://openalex.org/W3185407092,464,0.3304,R1,True,Examining the antecedents and consequences of sustainable green supply chain management from the perspective of ecological modernization: evidence from Taiwan’s high-tech sector
https://openalex.org/W2559805026,466,0.3301,R4,True,The Political Economy of the Water Footprint: A Cross-National Analysis of Ecologically Unequal Exchange
https://openalex.org/W2990126043,471,0.329,R1,True,"Ecological Security Assessment Based on Ecological Footprint Approach in Hulunbeir Grassland, China"
https://openalex.org/W4390751343,473,0.3286,R1,True,Future Projections of Global Plastic Pollution: Scenario Analyses and Policy Implications
https://openalex.org/W3000782533,480,0.3275,R1;R2,True,(De)coupling Analysis with Focus on EnergyConsumption in EU Countries and Its SpatialEvaluation
https://openalex.org/W4382173829,491,0.3266,R1,True,Agents of (un)sustainability: democratising universities for the planetary crisis
https://openalex.org/W4223908209,494,0.3262,R1;R4,True,Radical social innovations and the spatialities of grassroots activism: navigating pathways for tackling inequality and reinventing the commons
https://openalex.org/W2991527452,496,0.3259,R1,True,Factors Controlling Urban and Rural Indirect Carbon Dioxide Emissions in Household Consumption: A Case Study in Beijing
https://openalex.org/W2620413123,497,0.3258,R4,True,"South America's biophysical involvement in international trade: the physical trade balances of Argentina, Bolivia, and Brazil in the light of ecologically unequal exchange"
https://openalex.org/W4390236533,512,0.324,R1;R2,True,"New insight into decoupling carbon emissions from economic growth: Do financialization, human capital, and energy security risk matter?"
https://openalex.org/W4399789780,513,0.324,R1,True,Digital capabilities and market competitiveness: the two-fold mediation of internal and external drivers
https://openalex.org/W2921440405,514,0.3237,R4,True,Towards a green modernization development discourse: the new green revolution in Africa
https://openalex.org/W4361010166,515,0.3237,R4,True,Urbanizing degrowth: Five steps towards a Radical Spatial Degrowth Agenda for planning in the face of climate emergency
https://openalex.org/W4368240764,527,0.3215,R1;R2;R4,True,Technological efficiency limitations to climate mitigation: why sufficiency is necessary
https://openalex.org/W4282549828,534,0.3199,R1,True,Smart Cities from the Perspective of Systems
https://openalex.org/W2055574165,535,0.3198,R1;R2,True,Living within the safe operating space: a vision for a resource efficient Europe
https://openalex.org/W2944032611,537,0.3198,R1,True,Concretizing Green Growth and Sustainable Business Models in the Water Sector of Jordan
https://openalex.org/W4385639663,540,0.3196,R4,True,Whose growth in whose planetary boundaries? Decolonising planetary justice in the Anthropocene
https://openalex.org/W4408158945,543,0.3189,R1,True,Venturing green: the impact of sustainable business model innovation on corporate environmental performance in social enterprises
https://openalex.org/W3097453793,544,0.3187,R3,False,Resource use and economic development: an exergy perspective on energy and material flows and stocks from 1900 to 2010
https://openalex.org/W2886462286,547,0.3186,R1,True,Anticipating Constraints on Upscaling from Urban Innovation Experiments
https://openalex.org/W4405696544,548,0.3186,R1;R2,True,Microalgal Bioeconomy: A Green Economy Approach Towards Achieving Sustainable Development Goals
https://openalex.org/W2284635478,549,0.3184,R1,True,A tale of three transitions: a year in the life of electricity system transformation narratives in the Irish media
https://openalex.org/W4401695001,552,0.3179,R1;R2,True,Decoupling Economic Growth from Carbon Emissions: A Transition toward Low-Carbon Energy Systems—A Critical Review
https://openalex.org/W4300961869,555,0.3173,R1;R2,True,Meeting the European green deal objective of expanding organic farming
https://openalex.org/W4391172763,556,0.3173,R1;R2,True,ADVANCED MATERIALS FOR SUSTAINABLE CONSTRUCTION: A REVIEW OF INNOVATIONS AND ENVIRONMENTAL BENEFITS
https://openalex.org/W2066232092,559,0.3171,R2,True,"Capitalism, State Economic Policy and Ecological Footprint: An International Comparative Analysis"
https://openalex.org/W2398108414,560,0.317,R1;R2,True,"Policies for a More Dematerialized EU Economy. Theoretical Underpinnings, Political Context and Expected Feasibility"
https://openalex.org/W3200900558,564,0.3165,R3,False,Decoupling without outsourcing? How China’s consumption-based CO2 emissions have plateaued
https://openalex.org/W2152471389,566,0.3163,R2,True,Decoupling: a step toward sustainable development with reference to OECD countries
https://openalex.org/W3004644317,568,0.3161,R2,True,Introduction to the special issue on the contested realities of the circular economy
https://openalex.org/W4392562141,571,0.3159,R1,True,Investigating the Impact of Multiple Factors on CO2 Emissions: Insights from Quantile Analysis
https://openalex.org/W2605728354,584,0.3139,R2,True,How unequal is international trade? An ecological perspective using Material Flow Accounting (MFA)
https://openalex.org/W3195263054,586,0.3139,R1;R2,True,Toward Low-Carbon European Union Society: Young Poles’ Perception of Climate Neutrality
https://openalex.org/W4229773784,587,0.3139,R4,False,Splintering South: Ecologically Unequal Exchange Theory in a Fragmented Global Climate
https://openalex.org/W4285093646,588,0.3139,R1,True,Catalyzing industrial decarbonization: the promissory legitimacy of fossil-free Sweden
https://openalex.org/W4313170655,589,0.3139,R1;R4,True,"Growth in the ecological transition: green, zero or de-growth?"
https://openalex.org/W4386645005,590,0.3139,R1;R2,True,An Integrated Approach to Analyze the Progress of Developing Economies in Asia toward the Sustainable Development Goals
https://openalex.org/W3013947548,595,0.3129,R4,True,Deforestation in the Global South: Assessing Uneven Environmental Improvements 1993–2013
https://openalex.org/W2007271211,597,0.3123,R1;R2,True,Identifying Key Sectors and Measures for a Transition towards a Low Resource Economy
https://openalex.org/W4200342938,602,0.3113,R2,True,From resource extraction to manufacturing and construction: flows of stock-building materials in 177 countries from 1900 to 2016
https://openalex.org/W4200506494,603,0.3112,R1,True,Development and Assessment of a Brazilian Pilot Massive Open Online Course in Planetary Health Education: An Innovative Model for Primary Care Professionals and Community Training
https://openalex.org/W4225319067,604,0.3112,R1,True,Additive economy and new horizons of innovative business development
https://openalex.org/W4226163606,605,0.3112,R1,True,Non-human Personas. Including Nature in the Participatory Design of Smart Cities
https://openalex.org/W4295677951,615,0.3102,R2;R3,False,Does the European Union energy policy support progress in decoupling economic growth from emissions?
https://openalex.org/W3203648583,622,0.3097,R3,False,Decoupling trends of emissions across EU regions and the role of environmental policies
https://openalex.org/W4387226912,626,0.3091,R3,False,Inconsistent definitions of GDP: Implications for estimates of decoupling
https://openalex.org/W4224996045,629,0.3086,R1,True,Emerging Trends and Knowledge Structures of Smart Urban Governance
https://openalex.org/W2911308729,632,0.3077,R4,True,A study of ecologically unequal exchange for 89 countries between 1990 and 2015
https://openalex.org/W4200108214,635,0.3073,R2,True,A safe and just space for urban mobility: a framework for sector-based sustainable consumption corridor development
https://openalex.org/W4289524781,639,0.3066,R1,True,"Exploration of Spatio-Temporal Characteristics of Carbon Emissions from Energy Consumption and Their Driving Factors: A Case Analysis of the Yangtze River Delta, China"
https://openalex.org/W3129028597,646,0.3058,R1,True,Resocializing digital water transformations: Outlining social science perspectives on the digital water journey
https://openalex.org/W4384202154,647,0.3058,R1,True,Analysis of Carbon Emission Reduction at the Port of Integrated Logistics: The Port of Shanghai Case Study
https://openalex.org/W4321351657,648,0.3056,R4,True,"Is the EU shirking responsibility for its deforestation footprint in tropical countries? Power, material, and epistemic inequalities in the EU’s global environmental governance"
https://openalex.org/W2619655581,655,0.3048,R1;R2,True,Waste Prevention and Technologies in the Context of the EU Waste Framework Directive: Lost in Translation?
https://openalex.org/W3023039829,667,0.3023,R2,True,Energy Related CO2 Emissions before and after the Financial Crisis
https://openalex.org/W4410603634,668,0.3023,R1;R4,True,Ten principles for transforming economics in a time of global crises
https://openalex.org/W2725016372,676,0.3015,R1,True,"Urbanization, energy consumption, and pollutant emission in Asian developing economies: An empirical analysis"
https://openalex.org/W3204870665,677,0.3015,R1,True,Transformation towards Risk-Sensitive Urban Development: A Systematic Review of the Issues and Challenges
https://openalex.org/W4396778022,678,0.3015,R1,True,Renewable energy and sustainable development goals: Insights from <scp>latent dirichlet allocation</scp> thematic and bibliometric analysis
https://openalex.org/W2735853518,686,0.3009,R1,True,Factors Driving Energy-Related Carbon Emissions in Xinjiang: Applying the Extended STIRPAT Model
https://openalex.org/W4383346038,691,0.3004,R1,True,The Impact of Green Finance on Carbon Emissions in China: An Energy Consumption Optimization Perspective
https://openalex.org/W4388833111,692,0.3004,R4,True,Climate Equality: A planet for the 99%
https://openalex.org/W4391943870,694,0.3002,R1,True,SUSTAINABILITY AND INNOVATION IN THE PET INDUSTRY: AN ANALYSIS FROM THE PERSPECTIVE OF ECOLOGICAL MODERNIZATION THEORY
https://openalex.org/W3009939214,700,0.2991,R1,True,"Analysis of CO2 Drivers and Emissions Forecast in a Typical Industry-Oriented County: Changxing County, China"
https://openalex.org/W4393126510,702,0.2991,R1,True,Institutions and carbon emissions: an investigation employing STIRPAT and machine learning methods
https://openalex.org/W2417137410,709,0.298,R2;R3,False,Identifying priority areas for European resource policies: a MRIO-based material footprint assessment
https://openalex.org/W2969937890,715,0.2966,R1;R2,True,Circular and Flexible Indoor Partitioning—A Design Conceptualization of Innovative Materials and Value Chains
https://openalex.org/W1989302845,723,0.2956,R4,True,"The New Global Urban Realm: Complex, Connected, Diffuse, and Diverse Social-Ecological Systems"
https://openalex.org/W3035883307,730,0.2952,R1,True,"Temporal-spatial differences in and influencing factors of agricultural eco-efficiency in Shandong Province, China"
https://openalex.org/W4282979577,731,0.2952,R1;R2,True,TRANSITION TO A SUSTAINABLE ENERGY PRODUCTION AND CONSUMPTION MODEL – MAPPING THE PATTERNS OF SUCCESS
https://openalex.org/W4296483384,732,0.2952,R1,True,Testing non-linear effect of urbanization on environmental degradation: Cross-country evidence
https://openalex.org/W4392388346,733,0.2952,R1,True,Stakeholders’ perceptions of hydrogen and reflections on energy transition governance
https://openalex.org/W4392918108,734,0.2952,R1;R4,True,"Degrowth, global asymmetries, and ecosocial justice: Decolonial perspectives from Latin America"
https://openalex.org/W4378714438,735,0.295,R4,True,"Envisioning environmental equity: climate change, health, and racial justice"
https://openalex.org/W3130481019,736,0.2949,R3,False,Decoupling of economic growth from CO2 emissions in Yangtze River Economic Belt cities
https://openalex.org/W2135697092,743,0.2946,R1,True,"Institutional Framework for Low-Carbon Urban Infrastructure Investment: Some Evidence and Lessons from DKI Jakarta, Indonesia"
https://openalex.org/W3171173869,745,0.2942,R2,True,A corridors and power-oriented perspective on energy-service demand and needs satisfaction
https://openalex.org/W2602396444,749,0.294,R2,True,Assessing sustainable biophysical human–nature connectedness at regional scales
https://openalex.org/W4393993336,750,0.294,R1,True,The circular economy rebound effect: Reconceptualizing rebound approaches and mitigation opportunities from an ordonomic perspective
https://openalex.org/W2888245499,754,0.2938,R1,True,Imagining socioecological transformation: An analysis of the Welsh Government’s policy innovations and orientations to the future
https://openalex.org/W3105397511,755,0.2938,R1,True,"Spatio-Temporal Variations of Crop Water Footprint and Its Influencing Factors in Xinjiang, China during 1988–2017"
https://openalex.org/W3180471171,756,0.2938,R1,True,Statistical Indicators of Cybersecurity Development in the Context of Digital Transformation of Economy and Society
https://openalex.org/W3185189421,757,0.2938,R1;R4,True,Transforming Access to Clean Energy Technologies in the Global South: Learning from Lighting Africa in Kenya
https://openalex.org/W4361299165,758,0.2938,R1;R2,True,Resource productivity and environmental degradation in EU-27 countries: context of material footprint
https://openalex.org/W4386391211,759,0.2938,R1;R4,True,Common Challenges for All? A Critical Engagement with the Emerging Vision for Post‐pandemic Development Studies
https://openalex.org/W4409540095,760,0.2938,R1;R2;R4,True,Ecological Unequal Exchange
https://openalex.org/W4391846548,769,0.2923,R1,True,Assessing the Impacts of Technological Innovation on Carbon Emissions in MENA Countries: Application of the Innovation Curve Theory
https://openalex.org/W2968303690,773,0.2919,R2,True,Overcoming the Myths of Mainstream Economics to Enable a New Wellbeing Economy
https://openalex.org/W3083185741,785,0.2909,R2,True,A two-stage clustering approach to investigate lifestyle carbon footprints in two Australian cities
https://openalex.org/W2969811253,788,0.2905,R4,True,Climate justice and sustained transnational mobilization
https://openalex.org/W3113007429,789,0.2905,R2,True,Decoupling Economic Growth from Fossil Fuel Use—Evidence from 141 Countries in the 25-Year Perspective
https://openalex.org/W2775777764,798,0.2896,R1,True,A Temporal and Spatial Analysis of Anthropogenic Drivers of Environmental Impact For 30 Chinese Provinces Across three Regions Between 1997 and 2009
https://openalex.org/W4292183243,804,0.289,R1,True,Role of green energy technology on ecological footprint in China: Evidence from Beijing-Tianjin-Hebei region
https://openalex.org/W4297998576,805,0.289,R1,True,Designing entrepreneurial networks: development of corporations network potential evaluation method for corporations operating in the Russian Arctic.
https://openalex.org/W4386514784,807,0.2889,R1;R2,True,The influence of technology improvements and the consistency of environmental and economic indicators on decoupling of greenhouse gas emissions and economic growth
https://openalex.org/W4387675565,808,0.2889,R1,True,Guiding visions of corporate smart city innovators: Identifying opportunities for participatory futuring
https://openalex.org/W2969227083,817,0.2877,R1,True,"Happiness, Environment and Wealth: What Can Bhutan Show Us about Resolving the Nexus?"
https://openalex.org/W2971465468,818,0.2877,R1,True,Technological Innovations Tackling Biodiversity Loss: Solutions or Misdirection?
